adx_threshold,swing_period,cooldown_bars,min_vwap_dist_pct,pos_frac_cap,ema_filter,total_return_pct,cagr_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,win_rate_pct,profit_factor,total_trades,final_capital,sl_rate_pct
25,200,10,0.005,0.25,False,-72.63,-18.84,-2.52,-0.891,-73.29,-0.257,24.76,0.473,319,2737.17,63.01
25,200,30,0.01,0.2,False,-56.92,-12.69,-2.521,-0.599,-56.92,-0.223,20.75,0.332,159,4307.88,76.73
35,100,10,0.002,0.2,False,-61.61,-14.29,-2.521,-0.725,-61.99,-0.231,23.5,0.406,234,3839.17,64.1
30,200,10,0.01,0.15,False,-52.89,-11.42,-2.534,-0.611,-53.16,-0.215,20.24,0.332,168,4711.12,72.02
35,200,20,0.002,0.25,False,-58.39,-13.17,-2.542,-0.577,-58.39,-0.226,19.18,0.308,146,4160.97,76.71
25,200,20,0.002,0.15,False,-55.71,-12.3,-2.562,-0.758,-56.03,-0.219,26.19,0.409,252,4428.88,67.46
25,50,30,0.01,0.15,False,-53.84,-11.71,-2.568,-0.656,-54.32,-0.216,24.74,0.365,194,4615.87,74.23
30,100,10,0.002,0.25,False,-72.56,-18.8,-2.579,-0.914,-73.43,-0.256,24.77,0.464,323,2744.26,63.16
25,200,10,0.01,0.25,False,-69.26,-17.31,-2.584,-0.769,-70.75,-0.245,20.8,0.39,226,3073.77,69.47
35,50,10,0.005,0.2,False,-64.74,-15.46,-2.594,-0.775,-65.39,-0.236,22.59,0.399,239,3526.28,67.36
30,50,20,0.002,0.2,False,-65.76,-15.86,-2.608,-0.826,-66.79,-0.237,25.28,0.425,269,3424.22,70.63
35,200,10,0.002,0.25,False,-64.3,-15.29,-2.63,-0.7,-64.77,-0.236,18.46,0.348,195,3570.03,66.67
30,50,10,0.01,0.15,False,-58.33,-13.15,-2.639,-0.74,-58.76,-0.224,21.17,0.369,222,4167.24,68.02
25,100,20,0.005,0.2,False,-66.11,-16.0,-2.646,-0.857,-66.74,-0.24,25.09,0.432,283,3388.75,69.96
35,50,20,0.002,0.25,False,-65.19,-15.63,-2.647,-0.703,-65.19,-0.24,20.42,0.352,191,3481.19,76.44
30,50,30,0.002,0.15,False,-55.11,-12.11,-2.662,-0.723,-55.63,-0.218,24.54,0.369,216,4488.7,72.69
30,200,10,0.005,0.15,False,-57.46,-12.86,-2.677,-0.757,-57.98,-0.222,25.0,0.383,244,4254.1,61.07
25,200,30,0.002,0.2,False,-61.54,-14.27,-2.7,-0.719,-61.56,-0.232,23.67,0.355,207,3846.29,73.91
25,200,20,0.01,0.15,False,-54.59,-11.94,-2.706,-0.669,-55.24,-0.216,21.55,0.32,181,4540.72,74.59
25,200,30,0.005,0.15,False,-53.84,-11.71,-2.714,-0.664,-54.11,-0.216,28.36,0.342,201,4615.67,68.66
25,50,20,0.005,0.15,False,-60.67,-13.96,-2.719,-0.863,-61.22,-0.228,27.52,0.428,298,3933.43,68.12
35,200,20,0.002,0.2,False,-55.86,-12.34,-2.723,-0.596,-55.86,-0.221,18.49,0.271,146,4414.25,76.71
25,100,10,0.01,0.15,False,-62.25,-14.53,-2.736,-0.844,-63.77,-0.228,20.93,0.38,258,3774.53,67.44
25,200,10,0.002,0.2,False,-71.4,-18.26,-2.763,-0.972,-72.98,-0.25,24.78,0.44,339,2860.46,61.65
30,50,10,0.005,0.25,False,-76.55,-20.83,-2.769,-1.012,-77.28,-0.27,24.27,0.45,342,2345.44,65.2
25,200,10,0.01,0.2,False,-66.95,-16.33,-2.773,-0.799,-68.39,-0.239,20.8,0.354,226,3305.36,69.47
35,200,10,0.002,0.2,False,-61.83,-14.37,-2.8,-0.724,-62.21,-0.231,18.46,0.314,195,3817.03,66.67
25,200,10,0.005,0.2,False,-71.43,-18.28,-2.804,-0.954,-71.96,-0.254,24.76,0.422,319,2856.88,63.01
25,200,30,0.01,0.15,False,-53.51,-11.61,-2.813,-0.637,-53.51,-0.217,20.75,0.276,159,4649.23,76.73
30,200,10,0.002,0.15,False,-60.36,-13.85,-2.815,-0.848,-60.63,-0.228,21.57,0.359,255,3964.1,63.92
25,50,10,0.005,0.25,False,-80.95,-23.44,-2.837,-1.165,-81.78,-0.287,25.06,0.486,423,1904.8,65.48
30,100,10,0.002,0.2,False,-70.85,-18.01,-2.842,-0.977,-71.55,-0.252,24.15,0.417,323,2914.95,63.16
25,100,10,0.005,0.25,False,-79.56,-22.57,-2.848,-1.109,-80.1,-0.282,23.12,0.454,372,2044.15,66.67
25,100,20,0.002,0.15,False,-62.16,-14.49,-2.851,-0.92,-62.7,-0.231,25.75,0.403,299,3783.95,68.23
25,50,20,0.002,0.2,False,-70.56,-17.88,-2.856,-1.004,-71.85,-0.249,24.85,0.435,334,2943.65,69.46
35,100,20,0.002,0.15,False,-53.7,-11.67,-2.859,-0.668,-53.7,-0.217,22.47,0.29,178,4630.29,73.03
25,100,30,0.002,0.15,False,-59.41,-13.52,-2.869,-0.826,-59.45,-0.227,23.77,0.357,244,4059.38,72.95
25,50,10,0.01,0.15,False,-64.94,-15.53,-2.876,-0.893,-65.85,-0.236,22.89,0.384,284,3506.36,64.79
35,50,20,0.002,0.2,False,-62.83,-14.74,-2.891,-0.734,-62.83,-0.235,19.9,0.31,191,3717.15,76.44
25,50,30,0.002,0.15,False,-61.09,-14.11,-2.925,-0.888,-61.25,-0.23,24.34,0.375,267,3890.85,72.66
30,100,10,0.005,0.15,False,-64.68,-15.43,-2.925,-0.938,-65.47,-0.236,24.24,0.387,297,3532.39,64.65
25,100,10,0.002,0.25,False,-80.73,-23.3,-2.937,-1.167,-81.91,-0.284,24.69,0.458,409,1926.95,62.84
25,50,10,0.002,0.25,False,-82.45,-24.45,-2.978,-1.244,-83.98,-0.291,26.19,0.482,462,1754.58,61.9
35,50,10,0.005,0.15,False,-62.43,-14.59,-2.982,-0.844,-62.9,-0.232,22.59,0.332,239,3756.84,67.36
35,50,10,0.002,0.25,False,-74.92,-19.97,-2.987,-0.948,-75.25,-0.265,20.0,0.368,270,2507.78,67.78
35,200,20,0.002,0.15,False,-52.44,-11.28,-3.0,-0.626,-52.44,-0.215,17.81,0.222,146,4756.07,76.71
35,100,10,0.002,0.15,False,-60.15,-13.78,-3.007,-0.807,-60.42,-0.228,23.5,0.326,234,3984.71,64.1
30,50,20,0.002,0.15,False,-63.89,-15.13,-3.073,-0.917,-64.43,-0.235,24.16,0.349,269,3611.43,70.63
30,50,10,0.005,0.2,False,-75.17,-20.1,-3.089,-1.083,-75.73,-0.265,24.27,0.399,342,2482.81,65.2
25,200,30,0.002,0.15,False,-59.03,-13.39,-3.093,-0.78,-59.03,-0.227,22.71,0.286,207,4096.9,73.91
25,100,10,0.005,0.2,False,-77.92,-21.6,-3.115,-1.173,-78.42,-0.275,22.85,0.41,372,2208.37,66.67
25,200,10,0.01,0.15,False,-64.12,-15.22,-3.121,-0.855,-65.3,-0.233,19.47,0.296,226,3587.91,69.47
25,100,20,0.005,0.15,False,-64.47,-15.35,-3.133,-0.956,-64.91,-0.237,24.03,0.352,283,3552.96,69.96
35,200,10,0.002,0.15,False,-58.7,-13.28,-3.138,-0.773,-58.97,-0.225,18.46,0.26,195,4130.26,66.67
35,50,20,0.002,0.15,False,-59.52,-13.56,-3.238,-0.779,-59.52,-0.228,19.37,0.255,191,4048.11,76.44
25,50,10,0.005,0.2,False,-80.25,-22.99,-3.239,-1.268,-80.95,-0.284,24.82,0.426,423,1975.36,65.48
35,50,10,0.002,0.2,False,-72.99,-19.01,-3.252,-0.993,-73.26,-0.26,20.0,0.325,270,2700.56,67.78
25,100,10,0.002,0.2,False,-79.39,-22.46,-3.26,-1.251,-80.4,-0.279,23.72,0.409,409,2060.89,62.84
30,100,10,0.002,0.15,False,-68.74,-17.08,-3.271,-1.081,-69.23,-0.247,21.98,0.349,323,3126.41,63.16
25,200,10,0.002,0.15,False,-70.1,-17.67,-3.302,-1.094,-71.21,-0.248,23.89,0.36,339,2990.05,61.65
25,200,10,0.005,0.15,False,-69.92,-17.6,-3.311,-1.063,-70.29,-0.25,24.14,0.344,319,3007.81,63.01
30,50,10,0.002,0.25,False,-82.19,-24.27,-3.326,-1.218,-82.56,-0.294,23.18,0.387,371,1781.18,66.04
25,50,20,0.002,0.15,False,-69.04,-17.21,-3.398,-1.128,-69.73,-0.247,23.95,0.355,334,3095.57,69.46
25,50,10,0.002,0.2,False,-81.8,-24.0,-3.418,-1.36,-83.08,-0.289,25.76,0.421,462,1819.59,61.9
25,100,10,0.005,0.15,False,-75.87,-20.47,-3.587,-1.287,-76.17,-0.269,21.77,0.342,372,2413.39,66.67
30,50,10,0.002,0.2,False,-80.11,-22.91,-3.6,-1.284,-80.39,-0.285,22.91,0.345,371,1989.04,66.04
30,50,10,0.005,0.15,False,-73.31,-19.17,-3.613,-1.196,-73.67,-0.26,23.1,0.325,342,2668.64,65.2
35,50,10,0.002,0.15,False,-70.29,-17.76,-3.698,-1.068,-70.49,-0.252,19.63,0.263,270,2971.08,67.78
25,100,10,0.002,0.15,False,-77.83,-21.55,-3.828,-1.395,-78.51,-0.274,22.25,0.334,409,2216.79,62.84
25,50,10,0.005,0.15,False,-79.13,-22.31,-3.875,-1.424,-79.59,-0.28,23.64,0.344,423,2087.01,65.48
30,50,10,0.002,0.15,False,-77.58,-21.4,-4.071,-1.395,-77.75,-0.275,20.75,0.284,371,2242.29,66.04
25,50,10,0.002,0.15,False,-80.76,-23.32,-4.095,-1.533,-81.65,-0.286,24.46,0.337,462,1924.31,61.9
